"","CellLineName","H3K4me0","H3K4me1","H3K4me2","H3K4ac1","H3K56me0","H3K56me1","H3K79me0","H3K79me1","H3K79me2","H3K9me0","H3K9me1","H3K9me2","H3K9me3","H3K27me0","H3K27me1","H3K27me2","H3K27me3","H3K36me0","H3K36me1","H3K36me2","H3K36me3","H3K9ac1","H3K14ac0","H3K14ac1","H3K18ac0","H3K18ac1","H3K23ac0","H3K23ac1","H3K23ub1","H3K27ac1"
"ACH-000141","SNU308_BILIARY_TRACT",0.074500949,0.352678947,0.324878165,-0.185308432,-0.062701825,NA,0.081658357,0.264224674,0.44290236,-0.196524142,0.0240993325,-0.20349066,0.2217624245,0.2752852736,0.17862747375,-0.0208566446666667,0.33794665,0.236261456,0.116232903,-0.03132475125,0.455784002,-0.189115908,0.1478868536,-0.2851944348,NA,-0.347537361,-0.101051141,-0.249464459,NA,0.13413165575
"ACH-000630","YD8_UPPER_AERODIGESTIVE_TRACT",0.223375512,0.00010903,0.007771193,-0.214881873,0.228179417,NA,0.074801394,0.22368347,0.516535455,-0.0300934695,-0.032211559,-0.2912780465,0.0506634625,0.085244608,0.2031500665,0.0124362933333333,-0.3827144885,0.426838691166667,-0.05328127,0.05826530475,0.150909963333333,-0.75505446,0.0239187696,-0.4471083986,NA,0.1479170175,0.055536523,-0.3889971305,NA,0.61742842425
"ACH-000268","SNU245_BILIARY_TRACT",0.196357856,0.030025752,-0.100916562,0.313342585,0.044663652,NA,0.082134187,0.121879707,0.473580567,0.5162513575,0.6103974365,0.2792655395,-0.158680934,-0.507387351,-0.3500755195,-0.011916161,0.6036232775,0.2682294555,-0.404507006,-0.976692156,-0.364090581666667,-0.784275323,-0.205850204,0.3910334346,NA,0.0146631175,0.1353066,0.0267019995,NA,-0.66161447625
"ACH-000377","SNU478_BILIARY_TRACT",0.234884445,0.081812155,0.026011138,-0.776700676,0.034506296,-7.529207062,-0.016831148,-0.013486154,-0.239475617,0.3668266235,0.2743212415,0.065010536,0.325993094,-0.0776777994,0.09609774575,0.145905957333333,0.206080193,0.4104403075,0.022477963,-0.13255853725,0.0713319953333333,-0.874418493,-0.292402793,0.3554959938,0.056912408,0.1498341785,0.265486355,-0.1669094885,0.273251848,0.35322831325
"ACH-000517","SNU410_PANCREAS",0.21173251,0.37728727,0.528008681,0.091853947,0.03480531,0.023059482,0.057772092,0.180466824,0.303938062,-0.2731919515,0.076215505,0.3066245505,0.6878011655,-0.3772232328,-0.1373842185,0.05143427,0.076383008,-0.503436343333333,-0.0980669556,-0.517798126,-0.515538385333333,-0.9782292645,-0.1661711064,0.0938591084,NA,-1.2298375515,-0.582165376,-0.548006109,NA,-1.2500440715
"ACH-000692","SNU899_UPPER_AERODIGESTIVE_TRACT",0.150619199,0.168583047,0.32649469,0.199121629,0.133363848,NA,0.175866137,0.050555556,-0.317831014,0.4486874515,0.313097837,-0.185196872,-0.2853203905,-0.1412976526,0.06278655225,-0.0124408536666666,0.4810752085,0.461541746333333,NA,-0.6282321425,-0.0579640266666667,0.0732883825,0.0640731242,0.0817494392,NA,0.01677699,0.08064537,0.0059148665,NA,NA
"ACH-000683","SNU503_LARGE_INTESTINE",-0.221825903,0.466062554,0.006484209,-0.100758831,-0.027861434,-9.745250818,0.060856299,-0.348896951,-2.195176791,0.1179485985,0.061953261,0.0901315235,0.015779625,-0.406548773,-0.12884821525,0.154645174,-0.100698446,-0.564248386666667,-0.2628239446,-0.131228673,-0.981354687666667,-0.2104769835,0.1249822538,-0.094847844,-1.67713215033333,0.406457652,0.3612322745,0.0307941475,-5.002533991,-1.4707476755
"ACH-000195","SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-1.521300438,0.934546588,0.948686414,0.775953134,0.414378695,0.563934954,0.47870915,-0.266265594,-0.437174892,0.3020216225,0.2034019605,0.2727927205,0.4382683155,0.5858510702,0.436035534,0.437274598666667,0.1714380355,0.739499888833333,0.289710987,0.4972507175,0.825819535,-0.4151368525,0.3378773338,-0.0173382272,0.388802606,1.0796937395,0.838777264,0.7244109535,0.199418862,1.00597959725
"ACH-000807","SNU738_CENTRAL_NERVOUS_SYSTEM",0.025147283,-0.23166854,-0.154376596,-0.18355928,0.020353758,NA,-0.020757136,0.128732196,0.139133293,-0.718645236,-0.345682007,0.320586134,0.4378686345,0.4064354482,0.36354504525,0.0820014116666667,-0.6292108295,-0.527358287666667,0.4800167298,0.434668218,0.617888331666667,-1.4988278265,-0.2991810794,-0.422699041,NA,-0.529231685,-0.0915065635,-0.550132647,NA,0.088582948
"ACH-000370","SNU626_CENTRAL_NERVOUS_SYSTEM",0.53623648,0.235018591,0.534154969,-0.009391454,-0.078252574,NA,0.181628854,0.202160274,0.00876986,0.256631385,-0.1079211995,0.1285516535,0.1073456795,-0.0733197018,-0.1091819395,-0.0965292466666667,0.7377898275,0.175874358666667,-0.0314546086,-0.2264441735,-0.166330903666667,1.1139886245,0.7135498958,-0.1141114386,NA,-0.373541615,-0.1534776685,-0.0436759575,NA,-0.222365486
"ACH-000182","SNU869_BILIARY_TRACT",0.02404522,0.188198835,0.675552637,0.262296453,-0.029694789,NA,0.000190867,-0.168217732,-0.000251238,0.0059960245,0.057285529,0.056496389,0.0392639415,-0.829290313,-0.64066572225,-0.0262429953333333,0.7509293505,0.168421075666667,NA,-0.89666228975,-0.7524862,0.5855899795,0.0720772926,0.2257754528,NA,0.4163120755,0.20787864,0.1513505845,NA,NA
"ACH-000686","SNU878_LIVER",-0.248342782,0.45384247,0.601526461,0.46676893,0.085783903,0.008481487,0.154635184,0.707815056,1.126140634,-0.0235683295,-0.1885993515,-0.282801387,-0.030604322,-0.4004395748,-0.452022175,-0.0413172083333333,1.091471635,-0.262286409666667,-0.4175669468,-0.176252969,0.140053076333333,0.2537088175,0.2125695758,-0.3213154048,-0.355735490666667,-0.4685814525,0.0709228065,-0.5983775835,-0.949459823,-0.5487777275
"ACH-000280","SNU840_OVARY",-0.089041551,-0.042854026,0.02814831,-0.282547077,0.021361986,NA,-0.026245218,-0.438739574,-0.575703466,-0.040700114,-0.5996687445,-0.5223064315,-0.085972435,0.155845972,0.2333485795,-0.222456231666667,-0.2287661405,0.145350189666667,NA,-0.1039581865,0.290152816,-0.54751186,-0.0704141102,-0.6480497238,NA,-0.3955538615,-0.146615389,-0.36920604,NA,NA
"ACH-000460","SNU8_OVARY",-0.424918294,-0.114994522,-0.248721521,NA,0.053554747,NA,0.015170824,-0.133657878,-0.421820019,-0.2729852375,-0.415241033,-0.4508345475,0.01958734,-0.0151467456,0.05440572275,-0.113977703,-0.236754075,-0.160474447666667,-0.2012502124,-0.14802039125,-0.405749308666667,-0.3611358845,-0.1374794868,-0.4547642582,NA,-0.556884701,-0.3169808735,-0.21900891,NA,-0.77621878575
"ACH-000089","NCIH684_LIVER",0.075642758,-0.102147634,-0.014622368,-0.128432597,-0.270290884,NA,-0.231206044,-0.078399674,-0.019089854,-0.245129537,-0.341865691,-0.1138235125,-0.1767301705,0.1270729398,-0.257558658,-0.215933376,-0.2942591845,0.244780445333333,-0.1833017982,-0.28454770475,0.250191002,-0.077514549,-0.3463953792,-0.0356300048,NA,0.411356302,0.169529211,-0.177122815,NA,0.4489360745
"ACH-000550","IGR39_SKIN",-0.009696198,-0.144420045,0.29170485,-0.069287122,-0.053330697,-9.434377911,0.003598627,0.127985907,0.132740812,-0.047974128,-0.2863874225,-0.0937452015,0.0173542395,-0.2173909974,-0.11827668975,0.0804271876666667,0.111299336,-0.274350881,-0.2372801406,0.27481740625,0.0503594333333333,-0.1784144025,-0.1507995602,-0.0848672058,-1.07514792233333,0.1782337375,0.127479209,-0.008618063,-3.106698584,-0.12149413825
"ACH-000211","DAOY_CENTRAL_NERVOUS_SYSTEM",-0.196186704,0.107940722,0.319436294,-0.029288909,0.240430689,-0.408230157,0.023922569,0.057819736,-0.008561557,0.520030095,-0.2454288505,-0.469072368,0.289488519,2.2454138128,-1.40215086,-3.711727674,-4.760843091,-0.672811756333333,-1.1020299496,0.22069808775,-0.0752984963333333,0.536050692,0.1259009724,0.1265262626,0.227437822333333,-0.005600506,0.1803322075,-0.1089610705,0.528370181,1.537070039
"ACH-000625","HEP3B217_LIVER",0.103697451,0.333210107,0.261498415,1.183158058,-0.014033015,-0.0410396,0.035312505,-0.020791709,-0.129839552,-0.283041583,0.1193729015,0.3386399375,0.021581079,0.631804338,0.08379720325,-0.128934958333333,-0.0423904505,0.235829040833333,0.2934530774,0.610844724,0.5274924,-0.20635137,-0.0622468246,0.0583272106,0.328450322333333,0.152660011,-0.1544997085,0.3342942845,0.931081837,0.97136775025
"ACH-000607","KYM1_SOFT_TISSUE",-0.572915378,-0.312250357,-0.306599105,NA,-0.026044762,0.085113178,-0.093289419,0.40911147,0.626514794,-0.737715717,-0.211247842,0.015162781,-0.153780646,-1.0935068294,-0.08181036525,0.025380643,0.721578933,-0.6451652345,-0.6210746894,-0.87738273425,0.0984448056666667,0.4375375055,0.287066724,-0.5470842914,-0.142309463,-1.570569253,-0.782907293,-1.1395981745,0.27694404,-1.47877139025
"ACH-000705","LC1F_LUNG",-0.336587986,-0.719185253,-1.154102832,-0.661980904,-0.668325534,-0.772973257,-0.678527676,-0.894508478,-1.304470838,-0.4458324555,-0.4328278965,-0.267272538,-0.166795851,-0.4407744636,-0.807883214,-0.667651489333333,-1.6070428065,-1.46404670566667,-0.4448936636,0.39687645025,-0.651678068333333,-0.8153708095,-0.489946193,-0.3612936272,-1.30227903766667,-0.597643585,-0.4065221235,-0.92047935,-2.448121336,-0.18095792525
"ACH-000641","CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.083696974,0.60474867,0.281935183,0.244791219,-0.067506256,0.031228349,0.101212471,-0.04668543,0.108232853,-0.404040562,-0.0804876845,0.503546069,0.3523763195,-0.0916945828,-0.20145452025,0.0707205433333333,0.363317294,0.1895997145,-0.0946073668,-0.1127915805,-0.42576897,-1.519677311,-0.3065366026,-0.152776665,0.0943569643333333,0.443939518,0.240293575,0.4539920315,-0.217621284,-0.1846042505
"ACH-000753","JMSU1_URINARY_TRACT",-0.006343699,-0.12123399,0.245141719,0.297875528,-0.088616169,-0.048753715,-0.062339175,0.339164027,0.587910883,0.608775648,0.3393854095,-0.203897089,-0.654526558,0.8720627968,0.24137641525,-0.602204875666667,-0.956549167,-0.259791617166667,0.5063755306,1.158507742,-0.0495797403333333,0.5145188775,0.292750249,-0.0510477338,0.910451894666667,0.3052781355,-0.093418559,0.5555155085,2.417718056,0.96307825325
"ACH-000310","IMR32_AUTONOMIC_GANGLIA",-0.332349766,0.319859674,-0.002269102,-0.072900233,-0.138933314,NA,-0.193965365,0.180096779,0.877326669,-0.6159538695,-0.314864029,-0.1129650115,0.13106143,0.0251484084,0.01025148675,-0.184188556333333,-0.607347363,-0.325704647666667,-0.0179489098,0.53935669375,-0.191283579333333,0.1166828835,0.1131903714,-0.43160581,NA,0.407433566,0.1000636185,-0.072672799,NA,0.285029002
"ACH-000656","SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.195582723,-1.191983315,-0.391276173,0.872157895,0.124529133,NA,0.092480963,-0.288626971,-0.337687928,0.4951036315,0.290184218,0.1050188345,-0.1159002005,-0.0999206382,0.14697645975,0.174638948333333,0.2834374825,0.111547371333333,0.446597375,0.22113933125,-0.148183119,0.4225457015,-0.108016702,0.586797576,NA,0.3376007915,0.034733851,0.6412082685,NA,0.54079615325
"ACH-000085","T3M4_PANCREAS",-0.009826705,0.001512039,0.439395741,0.015900482,-0.029533148,NA,-0.152596396,0.077243871,0.16683977,0.0919923645,0.380430594,0.203314582,-0.09485748,0.101646162,0.00401179674999998,0.00841644099999999,-0.244738669,-0.1124407115,0.6479818188,0.3327348,0.0458470956666667,0.1218924845,-0.2747008784,0.5558098964,NA,0.91192216,0.3193272465,0.711311969,NA,0.9934238325
"ACH-000468","PK45H_PANCREAS",0.342771431,0.02545632,-0.57751488,NA,-0.027122282,-0.157391161,-0.057312534,0.245627261,0.258219933,-0.794598204,-0.116445245,-0.198055841,0.4341092945,-0.940070869,0.01650983675,-0.0366371776666667,0.2570191385,-0.5814811055,-0.5245919752,-0.662261444,0.0261655953333333,-0.6760751915,-0.0214141188,-0.519011956,-0.171893925,-0.382503202,0.0522026,-0.515680957,-0.353731465,-1.11305181125
"ACH-000994","HEC59_ENDOMETRIUM",0.162921964,-0.231968949,-0.065919059,-0.165967537,-0.038997415,0.023850477,-0.220579553,-0.179643081,-0.538897092,-0.8029727025,-0.3699420295,0.2556144595,0.7744997405,-0.677968147,-0.27530029725,-0.0848542436666666,0.4534997965,0.383697366333333,-0.3700461332,-0.87231135025,-0.297225254,-1.0421928715,-0.494235017,0.0202376556,-0.184376541,0.5489304825,0.198948175,-0.03601372,0.218862432,-0.02259064225
"ACH-000813","T3M10_LUNG",-0.02101694,0.305815761,0.181243924,-0.189451245,-0.045357069,-0.18603321,0.056440014,0.475290491,-0.016571448,-0.2337048795,-0.465210625,-0.4676944345,0.4493175975,-1.2079602492,-0.75149673975,0.0777729543333333,0.057754716,-0.941030973833333,-0.5924356664,-0.60464676375,-1.351363584,0.0146548295,0.1050603564,-0.3861153612,0.599375486666667,-0.680763312,-0.278747949,-0.3132448165,1.620585367,-1.596020518
"ACH-000761","NUGC2_STOMACH",-0.201878494,0.177422961,-0.068775324,-0.508626592,0.018724069,0.051154176,0.003134999,0.205313483,0.151309851,-1.059509307,-0.5435057295,0.0874781575,0.7573196755,-0.1110543616,-0.04313364175,0.402684873666667,-0.174780695,-0.2931015185,-0.0664068318,0.28623531275,-0.500836035,-1.2838155635,-0.000766469999999991,-0.8160466368,-0.711980658,-0.1256485365,0.3033951945,-0.3773638765,-2.239301683,-0.644724245
"ACH-001318","PLCPRF5_LIVER",-0.083418844,0.474023694,0.585623382,0.073719843,0.058590002,0.014013546,0.020491662,0.410524512,0.818096269,-0.189302491,0.0206670595,-0.019088677,0.154732289,-0.1507663,-0.125059601,-0.053065551,0.567009362,0.121578865666667,-0.1347320404,-0.23645037075,0.436790691666667,0.165443687,0.128690445,-0.075709698,0.118667793666667,0.079788311,0.0671449085,0.0382587065,0.304772773,0.17490785425
"ACH-000227","KPNYN_AUTONOMIC_GANGLIA",-0.374334761,0.298188303,-0.141975476,0.282262552,-0.101818304,NA,-0.154102454,0.175509046,0.456726843,-0.0097133505,0.1243963825,0.1694935395,0.133289111,0.7768070868,0.358919881,-0.382644606666667,-1.2748948805,-0.119075250333333,0.3353673872,0.7787396645,0.396164794333333,0.1697820435,-0.296621804,0.5315208944,NA,0.5933718475,-0.151629267,0.821067547,NA,0.9109617745
"ACH-000329","CCFSTTG1_CENTRAL_NERVOUS_SYSTEM",-0.024907574,-0.15315596,0.197253965,NA,0,-0.629097598,0.215084668,-0.185676886,-0.001623668,0.371065617,0.3515553415,0.2088080305,0.087287556,0.2075185454,0.082231515,-0.140396411666667,0.330614004,0.270560962166667,0.2660171754,0.31768020325,0.437330161666667,0.367020728,0.0835084394,0.4707864698,1.021053306,0.652344171,0.25127627,0.422357175,3.02058137,0.982401347
"ACH-000050","NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.626168469,0.471098141,0.596135543,0.328875839,0.492045314,NA,0.462830454,0.589536191,0.851996438,0.369586456,0.248743168,0.7065157465,0.6242002065,-0.2176251764,0.0939120165,-0.445187888666667,-1.681523788,-1.70265775266667,NA,0.8117737915,0.092161328,-0.2405546305,0.3423397894,0.3410565892,NA,-0.2585188935,0.3427877205,-0.106577308,NA,NA
"ACH-000313","KMRC3_KIDNEY",-0.800174609,0.519458978,0.092339736,0.252451171,0.251080534,0.216240594,0.155143163,0.345557272,0.372688972,-0.302114215,-0.2127125845,0.611250913,0.2508190045,-0.1081202228,0.17354386525,0.426447415666667,-0.186116249,-0.079331745,0.5884715388,0.86523669625,-1.50982588033333,1.9191346305,0.1310460694,0.77550503,0.096122973,1.126972267,0.4829749635,0.748787841,0.078787844,0.084288068
"ACH-000781","NCIH2023_LUNG",-0.199639538,-0.113763201,-0.077157401,-0.275482792,-0.080451408,NA,-0.10710306,0.09024014,0.321006178,-0.406643756,-0.1369848405,-0.241252472,-0.0554377815,0.4393272168,0.03569714475,-0.130028019666667,-0.1813642435,0.150296735,0.0487714178,0.00718405199999999,0.348886864,-0.488649669,0.1142417678,-0.6458291754,NA,-0.217936722,0.063812637,-0.6684700665,NA,0.1586055455
"ACH-000594","DMS153_LUNG",-0.122411783,0.069792962,-0.257498652,-0.746725918,0.030540821,0.26135076,-0.174629868,-0.403713182,-0.927543572,-0.364297777,0.088598911,-0.0398022525,-0.0307689915,0.042589357,-0.04690672125,-0.013477013,-0.8086827365,-0.160681634666667,0.18783496,0.454353023,-0.377412049666667,-0.454807153,-0.2609360708,-0.0594948344,0.249505158666667,0.6609818395,0.307257573,0.0307047735,1.394554462,0.57318438675
"ACH-000095","D341MED_CENTRAL_NERVOUS_SYSTEM",0.060704348,0.185175783,-0.27602863,0.517848737,0.129368854,-0.026373243,-0.115221399,0.116297175,0.621623393,-0.470201093,-0.1762438065,0.345836662,0.4495041425,-1.3201170092,-0.601801525,-0.093577159,0.599215184,-0.7459915085,-1.113592962,-0.7248362245,-1.104020761,0.0212052195,-0.236563363,0.3046038128,-0.294864288333333,0.187489347,-0.0877825495,0.227164168,-0.788377408,-2.04130719675
"ACH-000177","NCIH660_PROSTATE",-0.04420403,-0.219910753,0.225083669,0.006019816,0.054638541,NA,-0.06659782,0.568029961,0.929086824,-0.2655594275,0.1212315745,0.068889938,0.04367997,-0.0651512552,0.12263956775,0.0990169366666667,0.103495406,-0.3483874285,0.1600533342,0.16869523925,0.317424392333333,0.426910665,0.1872040852,-0.0291429972,NA,0.0586445145,-0.070663044,0.1314701385,NA,-0.08296184575
"ACH-000179","NCIH1618_LUNG",0.020652841,0.062595797,0.036182691,-2.059070585,-0.003482429,-6.108511252,0.067016825,-0.272443286,-1.047297291,-0.154421099,0.2262460155,0.3508651195,0.047067181,-0.4217856844,0.06989137675,0.321290509666667,0.066481982,-0.330460058833333,0.0811310492,0.10468907525,-0.703200785666667,0.122766401,-0.0746766472,0.3116860944,-0.598989537333333,-0.362404551,-0.138838093,-0.091580842,-2.060939844,-0.63385593525
"ACH-000519","PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.104087543,-0.742484187,-0.395453633,0.043564027,-0.076200504,NA,-0.146599343,-0.482709688,-0.46560369,0.5733341165,0.1937748045,-0.4757875425,-0.897068925,0.050844336,-0.48029164475,-0.600318253,0.277594086,0.726423667833333,-0.382366897,-0.84862933625,-0.223018780666667,-0.547883416,-0.3605177502,-0.1009346348,NA,0.258344869,0.1889894335,-0.002175676,NA,0.32396133025
"ACH-000373","SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.099080382,-0.218783772,0.111949857,0.008971431,0.157643308,0.335553317,0.200364999,0.351022928,0.335577133,0.429378851,0.1565516225,0.0747999185,-0.462794784,2.4247740452,0.0606704795,-1.92870330633333,-0.640885496,0.838725882833333,1.007681397,1.22186993875,1.28547604233333,0.478372543,0.0084933926,0.2620298678,0.623177334,1.035211855,0.6367176785,0.563808379,1.538903597,3.37899973275
"ACH-000322","HT144_SKIN",-0.090760122,0.186439129,0.03373244,0.089661663,0.109001873,NA,0.020218746,-0.165578042,-0.452156889,0.048615013,0.2693976795,-0.079715736,0.294975374,-0.0695703924,0.023448876,0.178247021,0.263406067,-0.0150530503333333,0.0795009028,-0.18358214075,0.187355938,-0.0237056935,0.0942545822,0.1095720726,NA,0.447985782,0.2834959685,0.333718194,NA,-0.168142819
"ACH-000180","HS839T_FIBROBLAST",-0.030275106,0.133184944,-0.51691205,-0.109162491,0.119553078,NA,-0.128998518,0.388014036,0.631041264,-0.528445759,0.0600660145,0.265872803,0.335993403,-0.4687323602,-0.23942752025,-0.0363087313333333,0.3919377415,-0.022248417,-0.6823041392,-0.57052202775,-0.191875218333333,-0.9184299195,-0.2053030832,-0.1086743,NA,-0.1607951575,-0.088794999,0.0660871445,NA,-0.94407559275
"ACH-000814","HS939T_SKIN",0.205301955,-0.612099863,-0.521227679,0.094049742,0.1297492,NA,0.022318527,-0.275507933,-1.190355122,0.522649579,0.2070375105,-0.1223593455,0.115675951,-0.4523736588,-0.11209576225,0.248506916,0.105183206,0.329957984833333,-0.0659264308,-0.723986994,-0.808011222,0.3260225285,0.3760116364,0.043598853,NA,0.1494270615,0.177546016,0.032454551,NA,-0.478875426
"ACH-000158","OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.262762761,-0.346006059,0.314141222,-0.109674613,-0.248875103,-0.110830857,-0.061216614,-0.561949559,-0.780957952,-0.783215948,-0.468840955,-0.0791990605,-0.5452952635,-0.4195617906,-0.50232848675,0.0468888913333333,0.1131603945,-0.653570416333333,-0.23114034,-0.64801207575,-0.603130325,-1.422217575,-0.2604531652,-1.0590543556,-0.182036688666667,-1.147110982,-0.322312512,-1.502251135,0.808795264,-1.43460700975
"ACH-000358","NCIH69_LUNG",-0.03200773,0.274000757,0.436124982,0.09594698,-0.090404634,NA,-0.096000945,-0.000399965,-0.226760973,0.016194729,0.0438395755,-0.0853269005,0.2086225235,-0.3027034806,-0.27270060875,0.0502652916666667,0.3981086465,0.289163814166667,-0.2299466652,-0.23616297025,-0.599295264,-0.5604674825,-0.261339893,0.110484871,NA,0.3954391145,0.2479583615,0.2658985745,NA,-0.124995361
"ACH-000925","DV90_LUNG",0.22862928,-1.04042488,-0.299056493,0.870122621,-0.163221786,-0.451293094,0.024942924,0.100905202,-0.036349788,1.2506402175,0.1328397175,-0.701657809,-0.2449508815,0.0386974334,-0.1664389395,0.198171976333333,0.038031243,0.282837816833333,0.4605305838,-0.027464155,0.346596582333333,1.664198077,0.0267725434,0.8136551852,0.103697210333333,1.255325362,0.1742741625,1.3788421195,-0.284490209,1.18282578075
"ACH-000097","ZR751_BREAST",0.069312172,0.491131989,0.072576196,0.881287189,0.042657997,0.029153749,-0.088681576,0.419811739,0.551169827,0.4172475785,-0.047175579,-0.1602557895,-0.134995717,-0.0816024366,0.03486826725,-0.0393797583333333,-1.1159395775,-0.794716498833333,0.34649394,0.72746507325,0.390859846333333,0.9750844235,0.0636999824,0.3562619842,1.61781329733333,0.6942854755,0.219931279,0.741178558,4.319791169,0.91629202075
