"","stripped_cell_line_name","CCLE_Name","alias","COSMIC_ID","lineage","lineage_subtype","lineage_sub_subtype","lineage_molecular_subtype","sex","source","Achilles_n_replicates","cell_line_NNMD","culture_type","culture_medium","cas9_activity","RRID","sample_collection_site","primary_or_metastasis","disease","disease_subtype","age","Sanger_model_ID","additional_info","ISG.score"
"ACH-000770","P31FUJ","P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",909253,"blood","AML","M5","","Male","HSRRB",3,-3.701462527,"Suspension","RPMI;10% FBS;","12.4","CVCL_1632","haematopoietic_and_lymphoid_tissue","","Leukemia","Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",NA,"SIDM00363","",4.62428947368421
"ACH-000771","BICR56","BICR56_UPPER_AERODIGESTIVE_TRACT","",NA,"upper_aerodigestive","upper_aerodigestive_squamous","oral","","Female","ECACC",2,-4.86205285,"","DMEM; 10% FBS; 2mM Glutamine; 0.4ug/ml hydrocortisone","19.3","CVCL_2313","upper_aerodigestive_tract","Primary","Head and Neck Cancer","Squamous Cell Carcinoma, oral",NA,"","",3.66057894736842
"ACH-000772","TE441T","TE441T_SOFT_TISSUE","",924248,"soft_tissue","rhabdomyosarcoma","","","Female","ATCC",NA,NA,"","","","CVCL_1754","soft_tissue","","Sarcoma","Rhabdomyosarcoma",14,"SIDM01173","",2.44678947368421
"ACH-000773","KIJK","KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"lymphocyte","non_hodgkin_lymphoma","t_cell_ALCL","","Male","HSRRB",3,-3.597913535,"Suspension","RPMI 1640 + 20% FBS","16.8","CVCL_2093","pleural_effusion","","Lymphoma","T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)",15,"","",4.49268421052632
"ACH-000774","RERFLCAD2","RERFLCAD2_LUNG","",NA,"lung","NSCLC","NSCLC_adenocarcinoma","","Male","HSRRB",2,-2.736055945,"Adherent","RPMI; 10% FBS","16.4","CVCL_1652","lung","Primary","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",NA,"","",4.64655263157895
"ACH-000775","NCIH727","NCIH727_LUNG","",724855,"lung","lung_carcinoid","","","Female","ATCC",2,-4.669896116,"","","32.2","CVCL_1584","lung","Primary","Lung Cancer","Carcinoid",65,"SIDM01119","",2.98189473684211
"ACH-000776","ONS76","ONS76_CENTRAL_NERVOUS_SYSTEM","",909248,"central_nervous_system","medulloblastoma","","non_MYC","Female","HSRRB",2,-2.743128252,"Adherent","RPMI; 10% FBS","6.5","CVCL_1624","central_nervous_system","Primary","Brain Cancer","Medulloblastoma",2,"SIDM00567","",2.87289473684211
"ACH-000777","KYSE30","KYSE30_OESOPHAGUS","",NA,"esophagus","esophagus_squamous","","","Male","DSMZ",2,-3.851304217,"Adherent","RPMI:F12 (1:1); 20% FBS","11","CVCL_1351","oesophagus","Primary","Esophageal Cancer","Squamous Cell Carcinoma",64,"SIDM00015","",3.44481578947368
"ACH-000778","HSC3","HSC3_UPPER_AERODIGESTIVE_TRACT","",907061,"upper_aerodigestive","upper_aerodigestive_squamous","","","Male","HSRRB",2,-2.800922926,"Adherent","EMEM; 10% FBS","20.2","CVCL_1288","upper_aerodigestive_tract","Metastasis","Head and Neck Cancer","Squamous Cell Carcinoma",64,"SIDM00589","",3.06971052631579
"ACH-000779","PC9","PC9_LUNG","",NA,"lung","NSCLC","NSCLC_adenocarcinoma","","Male","Academic lab",NA,NA,"","","","CVCL_B260","lung","","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",NA,"SIDM00236","",2.25555263157895
"ACH-000780","NCIH1105","NCIH1105_LUNG","",908468,"lung","SCLC","","","Male","ATCC",NA,NA,"","","","CVCL_1455","lymph_node","Metastasis","Lung Cancer","Small Cell Lung Cancer (SCLC)",73,"SIDM00652","",2.35457894736842
"ACH-000781","NCIH2023","NCIH2023_LUNG","",1240187,"lung","NSCLC","NSCLC_adenocarcinoma","","Male","ATCC",4,-5.515431013,"Adherent","DMEM:F12 (1:1); 5% FBS; 0.005 mgml Insulin; 0.01 mgml transferrin; 30 nM sodium selenite; 10 nM hydrocortisone; 10 nM beta estradiol; 10 mM HEPES; 2 mM L-glutamine","15.2","CVCL_1515","lymph_node","Metastasis","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",26,"SIDM00753","",3.29560526315789
"ACH-000782","SEM","SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"blood","ALL","b_cell","","Female","DSMZ",2,-2.654542062,"Suspension","IMDM; 10% FBS","25.4","CVCL_0095","haematopoietic_and_lymphoid_tissue","Primary","Leukemia","Acute Lymphoblastic Leukemia (ALL), B-cell",5,"","",3.77818421052632
"ACH-000783","CAMA1","CAMA1_BREAST","",946382,"breast","breast_carcinoma","ERpos_HER2neg","luminal","Female","ATCC",3,-2.913263959,"Adherent","EMEM;10% FBS;","6.5","CVCL_1115","pleural_effusion","Metastasis","Breast Cancer","Carcinoma",51,"SIDM00920","",2.90860526315789
"ACH-000784","KYSE70","KYSE70_OESOPHAGUS","",753576,"esophagus","esophagus_squamous","","","Male","DSMZ",2,-5.230658721,"Adherent","RPMI; 10% FBS","13.6","CVCL_1356","oesophagus","Primary","Esophageal Cancer","Squamous Cell Carcinoma",77,"SIDM01024","",2.057
"ACH-000785","NCIH2126","NCIH2126_LUNG","",NA,"lung","NSCLC","NSCLC_adenocarcinoma","","Male","ATCC",3,-3.344193033,"Adherent","DMEM:F12 (1:1); 5% FBS; 0.005 mg/ml Insulin; 0.01 mg/ml transferrin; 30 nM sodium selenite; 10 nM hydrocortisone; 10 nM beta estradiol; 10 mM HEPES; 2 mM L-glutamine","18.7","CVCL_1532","haematopoietic_and_lymphoid_tissue","Metastasis","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",65,"SIDM00775","",3.41497368421053
"ACH-000786","DAUDI","DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",906831,"lymphocyte","non_hodgkin_lymphoma","b_cell_burkitt","","Male","ATCC",NA,NA,"","","","CVCL_0008","haematopoietic_and_lymphoid_tissue","","Lymphoma","B-cell, Non-Hodgkins, Burkitts",16,"SIDM00845","",4.36121052631579
"ACH-000787","LXF289","LXF289_LUNG","",753592,"lung","NSCLC","NSCLC_adenocarcinoma","","Male","DSMZ",3,-5.201800433,"Adherent","Hams F-12; 10% FBS","17.8","CVCL_1394","lung","Primary","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",63,"SIDM00339","",3.42765789473684
"ACH-000788","A2058","A2058_SKIN","",906792,"skin","melanoma","","","Male","ATCC",2,-5.190887114,"Adherent","DMEM; 10% FBS","0","CVCL_1059","lymph_node","Metastasis","Skin Cancer","Melanoma",43,"SIDM00797","",2.97
"ACH-000789","NCIH810","NCIH810_LUNG","",925341,"lung","NSCLC","NSCLC_large_cell","","Male","ATCC",NA,NA,"","","","CVCL_1590","lung","Primary","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",51,"SIDM01116","",2.34102631578947
"ACH-000790","SHP77","SHP77_LUNG","",724872,"lung","SCLC","","","Male","ATCC",2,-3.470274279,"Semi Adherent","RPMI; 10% FBS","10.6","CVCL_1693","lung","Primary","Lung Cancer","Small Cell Lung Cancer (SCLC)",54,"SIDM01078","",2.59107894736842
"ACH-000791","RERFLCAD1","RERFLCAD1_LUNG","",NA,"lung","NSCLC","NSCLC_adenocarcinoma","","Male","HSRRB",4,-3.269129119,"Adherent","RPMI; 10% FBS","12.8","CVCL_1651","lung","Primary","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",70,"","",5.12107894736842
"ACH-000792","BFTC909","BFTC909_KIDNEY","",910698,"kidney","renal_cell_carcinoma","transitional_cell","","Male","DSMZ",2,-4.605946177,"Adherent","DMEM;10 % FBS;","38.8","CVCL_1084","kidney","Primary","Kidney Cancer","Renal Carcinoma, transitional cell",64,"SIDM00988","",2.91568421052632
"ACH-000793","KATOIII","KATOIII_STOMACH","",907276,"gastric","gastric_adenocarcinoma","signet_ring_cell","","Male","ATCC",2,-4.58916863,"Semi-Adherent","IMDM, 20% FBS","31.1","CVCL_0371","pleural_effusion","Metastasis","Gastric Cancer","Adenocarcinoma, signet ring cell",55,"SIDM00687","",3.24189473684211
"ACH-000794","BICR22","BICR22_UPPER_AERODIGESTIVE_TRACT","",1240121,"upper_aerodigestive","upper_aerodigestive_squamous","oral","","Male","ECACC",2,-4.102695219,"Adherent","DMEM; 10% FBS; 2mM Glutamine; 0.4ug/ml hydrocortisone","5.6","CVCL_2310","lymph_node","Metastasis","Head and Neck Cancer","Squamous Cell Carcinoma, oral",NA,"SIDM00485","",5.17592105263158
"ACH-000795","MOLT13","MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",908146,"blood","ALL","t_cell","","Female","DSMZ",NA,NA,"","","","CVCL_1422","bone_marrow","","Leukemia","Acute Lymphoblastic Leukemia (ALL), T-cell",2,"SIDM00433","",4.10839473684211
"ACH-000796","MCAS","MCAS_OVARY","",NA,"ovary","ovary_adenocarcinoma","mucinous","","Female","HSRRB",2,-4.241318041,"Adherent","EMEM: 85.0% 15%FBS","9.8","CVCL_3020","ovary","Primary","Ovarian Cancer","Cystadenocarcinoma, mucinous",NA,"SIDM00008","",3.06965789473684
"ACH-000797","HLFA","HLFA_FIBROBLAST","",NA,"fibroblast","fibroblast_lung","","","Female","ATCC",NA,NA,"","","","CVCL_2255","fibroblast","Primary","Fibroblast","Lung",54,"","",3.38386842105263
"ACH-000798","CL40","CL40_LARGE_INTESTINE","",1240124,"colorectal","colorectal_adenocarcinoma","","","Female","DSMZ",0,-2.729020574,"","","","CVCL_1982","Colon","Primary","Colon/Colorectal Cancer","Adenocarcinoma",NA,"SIDM00960","",3.64271052631579
"ACH-000799","HS695T","HS695T_SKIN","",NA,"skin","melanoma","amelanotic","","Male","ATCC",2,-3.063505404,"Adherent","EMEM: 10% FBS","37.8","CVCL_0851","lymph_node","Metastasis","Skin Cancer","Melanoma, amelanotic",26,"","",3.12705263157895
"ACH-000800","NCIH446","NCIH446_LUNG","",688023,"lung","SCLC","","","Male","ATCC",2,-2.955700487,"Adherent","RPMI; 10% FBS","17.2","CVCL_1562","pleural_effusion","Metastasis","Lung Cancer","Small Cell Lung Cancer (SCLC)",61,"SIDM00965","",1.45526315789474
"ACH-000801","HS936T","HS936T_SKIN","",NA,"skin","melanoma","","","Male","ATCC",2,-3.679524078,"Adherent","DMEM; 10% FBS","15","CVCL_1033","skin","","Skin Cancer","Melanoma",NA,"","",3.24257894736842
"ACH-000802","BFTC905","BFTC905_URINARY_TRACT","",910926,"urinary_tract","bladder_carcinoma","bladder_transitional_cell","","Female","DSMZ",2,-4.901520906,"Adherent","DMEM: 90.0%","38.8","CVCL_1083","urinary_tract","Primary","Bladder Cancer","Transitional Cell Carcinoma",51,"SIDM00989","",4.58439473684211
"ACH-000803","COLO668","COLO668_LUNG","",910692,"lung","SCLC","","","Female","ECACC",NA,NA,"","","","CVCL_1128","central_nervous_system","Metastasis","Lung Cancer","Small Cell Lung Cancer (SCLC)",47,"SIDM00143","",3.27421052631579
"ACH-000804","NB1","NB1_AUTONOMIC_GANGLIA","",949179,"peripheral_nervous_system","neuroblastoma","","MYCN_amp","Male","HSRRB",3,-2.716984906,"Adherent","RPMI-1640: 10%FBS","35.6","CVCL_1440","lymph_node","Metastasis","Neuroblastoma","",2,"SIDM00578","",2.39589473684211
"ACH-000805","COLO679","COLO679_SKIN","",906818,"skin","melanoma","","","Female","DSMZ",2,-3.093260935,"Adherent","RPMI;10% FBS;","25.9","CVCL_1130","skin","Metastasis","Skin Cancer","Melanoma",47,"SIDM00284","",2.61702631578947
"ACH-000806","L540","L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",907323,"lymphocyte","hodgkin_lymphoma","","","Female","DSMZ",0,-1.78447162,"","","","CVCL_1362","bone_marrow","","Lymphoma","B-cell, Hodgkins",20,"SIDM00329","",4.13189473684211
"ACH-000807","SNU738","SNU738_CENTRAL_NERVOUS_SYSTEM","",NA,"central_nervous_system","glioma","oligodendroglioma","","Male","KCLB",2,-3.624408283,"","","59.3","CVCL_5087","central_nervous_system","","Brain Cancer","Oligodendroglioma",40,"","",2.27726315789474
"ACH-000808","HUH28","HUH28_BILIARY_TRACT","",NA,"bile_duct","cholangiocarcinoma","intrahepatic","","Female","HSRRB",NA,NA,"","","","CVCL_2955","biliary_tract","Primary","Bile Duct Cancer","Cholangiocarcinoma, intrahepatic",NA,"","",3.04210526315789
"ACH-000809","KYSE410","KYSE410_OESOPHAGUS","",753574,"esophagus","esophagus_squamous","","","Male","DSMZ",2,-4.254809444,"Adherent","RPMI-1640: 90.0%","8.7","CVCL_1352","oesophagus","Primary","Esophageal Cancer","Squamous Cell Carcinoma",51,"SIDM01028","",2.94810526315789
"ACH-000810","SKMEL30","SKMEL30_SKIN","",909726,"skin","melanoma","","","Male","DSMZ",1,-2.650973211,"Adherent","RPMI-1640; 10%FBS","30.3","CVCL_0039","skin","Metastasis","Skin Cancer","Melanoma",67,"SIDM00392","",3.88273684210526
"ACH-000811","SKOV3","SKOV3_OVARY","",905959,"ovary","ovary_adenocarcinoma","endometrioid","","Female","ATCC",3,-4.620322985,"Adherent","McCoy's 5A; 10% FBS","20.6","CVCL_0532","ascites","Metastasis","Ovarian Cancer","Cystadenocarcinoma, endometrioid",64,"SIDM00079","",3.54507894736842
"ACH-000812","COLO783","COLO783_SKIN","",1240125,"skin","melanoma","","","Female","DSMZ",NA,NA,"","","","CVCL_1997","lymph_node","Metastasis","Skin Cancer","Melanoma",48,"SIDM00955","",4.83455263157895
"ACH-000813","T3M10","T3M10_LUNG","",NA,"lung","NSCLC","NSCLC_large_cell","","Male","RIKEN",NA,NA,"","","","CVCL_8067","lung","Metastasis","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",40,"","",5.11313157894737
"ACH-000814","HS939T","HS939T_SKIN","",1298144,"skin","melanoma","","","Female","ATCC",2,-2.399096234,"Adherent","DMEM: 90.0%","38.1","CVCL_1036","skin","","Skin Cancer","Melanoma",24,"SIDM00663","",4.60444736842105
"ACH-000815","KMH2","KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",909976,"lymphocyte","hodgkin_lymphoma","","","Male","DSMZ",NA,NA,"","","","CVCL_1330","pleural_effusion","Metastasis","Lymphoma","B-cell, Hodgkins",37,"SIDM01018","",3.72265789473684
"ACH-000816","NCIH524","NCIH524_LUNG","",908483,"lung","SCLC","","","Male","ATCC",NA,NA,"","","","CVCL_1568","lymph_node","Metastasis","Lung Cancer","Small Cell Lung Cancer (SCLC)",63,"SIDM01129","",1.75715789473684
"ACH-000817","RPMI8226","RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",905964,"plasma_cell","multiple_myeloma","plasmacytoma","","Male","ATCC",2,-2.796640149,"Adherent+Suspension","RPMI; 10% FBS","39.3","CVCL_0014","haematopoietic_and_lymphoid_tissue","Primary","Myeloma","Multiple Myeloma, plasmacytoma",61,"SIDM00087","",3.44157894736842
"ACH-000818","BT483","BT483_BREAST","",949093,"breast","breast_ductal_carcinoma","ERpos_HER2neg","luminal","Female","ATCC",NA,NA,"","","","CVCL_2319","breast","Primary","Breast Cancer","Breast Ductal Carcinoma",23,"SIDM00892","",3.27176315789474
"ACH-000819","LN18","LN18_CENTRAL_NERVOUS_SYSTEM","",1240168,"central_nervous_system","glioma","glioblastoma","","Male","ATCC",2,-3.922834563,"Adherent","DMEM; 5% FBS","19.5","CVCL_0392","central_nervous_system","Primary","Brain Cancer","Glioblastoma",65,"SIDM00685","",3.85063157894737
"ACH-000820","SW403","SW403_LARGE_INTESTINE","",NA,"colorectal","colorectal_adenocarcinoma","","","Female","ATCC",1,-1.569869808,"Adherent","Leibovitz's L-15; 10%FBS","75.2","CVCL_0545","Colon","Primary","Colon/Colorectal Cancer","Adenocarcinoma",51,"SIDM00836","",3.23242105263158
"ACH-000821","EJM","EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",1297447,"plasma_cell","multiple_myeloma","","","Female","DSMZ",2,-3.018373161,"Semi-adherent","IMDM; 10% FBS","23.9","CVCL_2030","ascites","Primary","Myeloma","Multiple Myeloma",58,"SIDM01048","",3.23002631578947
"ACH-000822","SKMEL24","SKMEL24_SKIN","",909725,"skin","melanoma","","","Male","ATCC",2,-5.213011145,"Adherent","EMEM: 10%FBS","20.9","CVCL_0599","lymph_node","Metastasis","Skin Cancer","Melanoma",67,"SIDM01106","",3.44181578947368
"ACH-000823","KYSE140","KYSE140_OESOPHAGUS","",753573,"esophagus","esophagus_squamous","","","Male","DSMZ",2,-4.754145179,"Adherent","RPMI-1640: 10%FBS","7","CVCL_1347","oesophagus","Primary","Esophageal Cancer","Squamous Cell Carcinoma",54,"SIDM01032","",1.93510526315789
"ACH-000824","KYSE510","KYSE510_OESOPHAGUS","",907321,"esophagus","esophagus_squamous","","","Female","DSMZ",2,-3.447303457,"Adherent","RPMI; 10% FBS","6","CVCL_1354","oesophagus","Primary","Esophageal Cancer","Squamous Cell Carcinoma",67,"SIDM01026","",3.39710526315789
"ACH-000825","HOP92","HOP92_LUNG","",905973,"lung","NSCLC","","","Male","Academic lab",NA,NA,"","","","CVCL_1286","lung","Primary","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), unspecified",NA,"SIDM00134","",3.24634210526316
"ACH-000826","CAL12T","CAL12T_LUNG","",753540,"lung","NSCLC","","","Male","DSMZ",2,-2.37947383,"Adherent","DMEM; 10% FBS","15.8","CVCL_1105","lung","Primary","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), unspecified",NA,"SIDM00939","",3.25505263157895
"ACH-000827","WM793","WM793_SKIN","",1299081,"skin","melanoma","","","Male","WISTAR",2,-4.516637583,"Adherent","RPMI-1640: 10%FBS","45","CVCL_8787","skin","","Skin Cancer","Melanoma",NA,"SIDM00973","",3.69323684210526
"ACH-000828","ZR7530","ZR7530_BREAST","",909907,"breast","breast_ductal_carcinoma","ERpos_HER2pos","HER2_amp","Female","ATCC",NA,NA,"","","","CVCL_1661","ascites","Metastasis","Breast Cancer","Breast Ductal Carcinoma",47,"SIDM00971","",2.44334210526316
"ACH-000829","HUNS1","HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"plasma_cell","multiple_myeloma","","","Male","ATCC",2,-3.234529374,"Suspension","RPMI-1640: 85.0%","29.8","CVCL_2526","haematopoietic_and_lymphoid_tissue","","Myeloma","Multiple Myeloma",NA,"","",4.47052631578947
"ACH-000830","NCIH1436","NCIH1436_LUNG","",908469,"lung","SCLC","","","Male","ATCC",NA,NA,"","","","CVCL_1471","lymph_node","Metastasis","Lung Cancer","Small Cell Lung Cancer (SCLC)",39,"SIDM00697","",2.90028947368421
"ACH-000831","HEC50B","HEC50B_ENDOMETRIUM","",NA,"uterus","endometrial_adenocarcinoma","","","Female","HSRRB",2,-3.887294115,"Adherent","EMEM; 15% FBS;","12.6","CVCL_2929","ascites","Metastasis","Endometrial/Uterine Cancer","Endometrial Adenocarcinoma",NA,"","",2.35239473684211
"ACH-000832","CAL27","CAL27_UPPER_AERODIGESTIVE_TRACT","",910916,"upper_aerodigestive","upper_aerodigestive_squamous","","","Male","ATCC",1,-3.428613005,"","DMEM;10% FBS;","14.3","CVCL_1107","upper_aerodigestive_tract","Primary","Head and Neck Cancer","Squamous Cell Carcinoma",56,"SIDM00937","",6.23660526315789
"ACH-000833","RH30","RH30_SOFT_TISSUE","",NA,"soft_tissue","rhabdomyosarcoma","alveolar","","Male","DSMZ",2,-3.363446625,"Adherent","RPMI;10% FBS;","38.5","CVCL_0041","bone_marrow","Metastasis","Sarcoma","Rhabdomyosarcoma, alveolar",17,"","",2.06284210526316
"ACH-000834","UMUC1","UMUC1_URINARY_TRACT","",NA,"urinary_tract","bladder_carcinoma","bladder_transitional_cell","","Male","ECACC",2,-4.506061197,"Adherent","EMEM; 10% FBS, 2mMGlutamax-1, 1xNEAA","33.7","CVCL_2743","lymph_node","Metastasis","Bladder Cancer","Transitional Cell Carcinoma",NA,"","",2.79186842105263
"ACH-000835","GCT","GCT_SOFT_TISSUE","",906999,"soft_tissue","pleomorphic_sarcoma","","","Male","ATCC",2,-5.159567143,"Adherent","M10","20.2","CVCL_1229","soft_tissue","Metastasis","Sarcoma","Pleomorphic Sarcoma",29,"SIDM00853","",3.65978947368421
"ACH-000836","YD15","YD15_SALIVARY_GLAND","",NA,"upper_aerodigestive","upper_aerodigestive_squamous","tongue","","Male","KCLB",2,-3.501497971,"Adherent","RPMI-1640: 90.0%","5.7","CVCL_8930","salivary_gland","","Head and Neck Cancer","Squamous Cell Carcinoma, tongue",39,"","",3.47321052631579
"ACH-000837","NCIH322","NCIH322_LUNG","",NA,"lung","NSCLC","NSCLC_adenocarcinoma","","Male","ECACC",4,-4.790553819,"Adherent","RPMI;10% FBS; 2%Glutamine","20.5","CVCL_1556","lung","Primary","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",52,"SIDM00117","",2.35121052631579
"ACH-000838","AMO1","AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",1295741,"plasma_cell","multiple_myeloma","plasmacytoma","","Female","DSMZ",1,-3.400869015,"Suspension","RPMI-1640: 90.0%","37","CVCL_1806","ascites","Primary","Myeloma","Multiple Myeloma, plasmacytoma",64,"SIDM00993","",2.64078947368421
"ACH-000839","SCABER","SCABER_URINARY_TRACT","",NA,"urinary_tract","bladder_carcinoma","bladder_squamous","","Male","ATCC",2,-3.243999581,"Adherent","E10+ L-glutamine: 2.0 mM, NEAA( Non-essential Amino Acids): 0.1 mM, Sodium Pyruvate: 0.1 mM","46","CVCL_3599","urinary_tract","Primary","Bladder Cancer","Squamous Cell Carcinoma",58,"SIDM00032","",4.97313157894737
"ACH-000840","HCC366","HCC366_LUNG","",1240144,"lung","NSCLC","NSCLC_adenosquamous","","Female","DSMZ",2,-2.338754258,"Adherent","RPMI; 10% FBS","14.5","CVCL_2059","lung","Primary","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma",80,"SIDM01070","",5.74523684210526
"ACH-000841","NCIH2087","NCIH2087_LUNG","",724834,"lung","NSCLC","NSCLC_adenocarcinoma","","Male","ATCC",4,-2.517159528,"Adherent","RPMI; 5% FBS","27.7","CVCL_1524","lymph_node","Metastasis","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",69,"SIDM00708","",3.67981578947368
"ACH-000842","SW480","SW480_LARGE_INTESTINE","",NA,"colorectal","colorectal_adenocarcinoma","","","Male","ATCC",NA,NA,"","","","CVCL_0546","lymph_node","Primary","Colon/Colorectal Cancer","Adenocarcinoma",50,"SIDM00840","",2.26302631578947
"ACH-000843","HARA","HARA_LUNG","",1240142,"lung","NSCLC","NSCLC_squamous","","Male","HSRRB",2,-4.067752941,"Adherent","RPMI; 10% FBS","39.3","CVCL_2914","pleural_effusion","Metastasis","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",57,"SIDM00598","",3.35371052631579
"ACH-000844","DMS454","DMS454_LUNG","",NA,"lung","SCLC","","","Male","ECACC",NA,NA,"","","","CVCL_2438","lung","Primary","Lung Cancer","Small Cell Lung Cancer (SCLC)",NA,"","",3.26776315789474
"ACH-000845","NCIH1373","NCIH1373_LUNG","",NA,"lung","NSCLC","NSCLC_adenocarcinoma","","Male","ATCC",NA,NA,"","","","CVCL_1465","lung","Primary","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",56,"","",3.76360526315789
"ACH-000846","FADU","FADU_UPPER_AERODIGESTIVE_TRACT","",906863,"upper_aerodigestive","upper_aerodigestive_squamous","","","Male","ATCC",2,-3.050709572,"","EMEM: 10%FBS","7.5","CVCL_1218","upper_aerodigestive_tract","Primary","Head and Neck Cancer","Squamous Cell Carcinoma",56,"SIDM00860","",4.45971052631579
